q1,q2,q3,q4,q5,q6,px_r,py_r,pz_r,rx_r,ry_r,rz_r
-0.13464587937501982,-0.17813760868820233,1.5258380925783022,0.6398344794695394,-1.4941653106271362,0.53036743235536,2.507642513098489,0.438347854948795,1.1906225432462967,1.2405096898598673,0.3843943871562463,2.659914837270011
1.5201395613556508,-0.5822662788157108,-2.018087341345135,1.4441635329264682,1.6521517815985283,-3.084408262431972,1.396331907468403,0.2073687063325539,1.4502361980572471,2.267150533117451,-0.4537149566177867,2.8617126002946285
-2.3635997537547486,-0.07049441847734483,-1.1868753298878212,-0.5996689722745836,1.4676411016968116,0.05805090186027195,2.760157922576628,1.2572978263284114,0.506470640421711,1.85195469582961,0.1747813426402709,2.947006615748535
-1.5515957368304003,0.20380458034589066,0.6000523597994345,1.0585180813341093,-1.7504053045212462,2.7558604201319326,2.2353798154972733,0.8145725607745585,2.1261758393729617,1.7880422211754923,-0.307432676455174,2.466369637361102
0.7943453890425172,-0.4311488200340844,-1.5962202195672772,0.3941791208723786,1.623637704147283,-1.3520508755164096,1.229379276047572,0.8444760600103086,1.9819634504048265,-2.8553542463286044,-0.9291923954006084,1.6735230927361873
1.2669360313629174,-0.3150807822760924,-2.0392970698686126,0.4792764176311264,1.4142000320856216,-2.572548490726736,1.373145196639261,0.3872723626168919,1.6153754301543244,2.440555853303889,-0.6362812412012879,2.008361320236457
2.941713577712242,-0.47798111285841605,0.46776830262662195,1.3950175235512428,-1.5108675375478593,-2.1545273870311834,2.9069286081311865,1.1006509371998474,1.2998977193993637,1.6242595035247227,0.12586996471165302,2.7788959966703604
-1.7291347081655282,-0.6021100419654936,-0.7081081471982398,-0.1222190389828437,1.8307137218074596,1.1019496720409454,2.54658792701008,1.8985411610138134,0.28796533295886234,-2.957926492768656,-1.0636730656993565,1.3956363977018897
-3.049601342961548,-0.233035300269194,-0.8313247247499249,-0.3040718167550478,1.805118697717918,-1.1698560027855185,2.991152752929578,0.6493589168464051,0.7644479613147143,-0.35550422668611115,0.6409725452462869,1.1851312215804377
-0.1768729031566929,0.2106794198797144,1.348355153539865,-0.1317725263441909,-1.577612542167977,0.3619582437179374,2.5708517747047033,0.1667982758922882,1.076857167186314,1.3788526498007487,0.7129440426810549,2.248214383402033
2.006960590519704,-0.2509408162184106,-0.8454840650754369,-0.8694542429738774,1.290055157433956,-0.493496537393852,2.4531457531141787,0.14576664585982688,1.6426311407280971,-1.3927390717924697,0.7289098680169426,0.6559150115537401
1.1914247719212274,-0.3025716194506388,-0.2746022106901691,-0.7124558902286566,1.321624008327474,0.7676641895762764,2.3903156432406494,0.7651789360679522,2.13320925389004,-1.0882116992237074,0.9430267417349598,0.4755327227323951
0.4893767367570687,-0.3279863458598234,1.3639569909176696,0.3318859823373943,-1.137991579587537,-1.6784961299139634,2.7187026100485183,0.7945721834613122,1.165879968100836,-0.48948717163762384,0.6174717221243413,1.408104581778987
2.720405976491896,0.3021977649356765,-1.2284558695669414,-0.9731150051092883,1.5719847998865915,-2.0170980246503456,2.715649599106285,0.7412407869101435,1.1641987941572136,-1.7452425344295384,-0.10636420962218995,0.4739604044998251
0.9605264943661935,0.46153081796162476,-0.3583731542420814,1.3362048672759361,-1.3113094173803175,1.8655255814167746,3.029589106791823,1.0686232731392546,1.1348652658074676,-2.541008914085029,-0.7427440976440294,1.076741541879981
-0.23226271745138805,0.00839069714086127,1.9367544195213178,-0.09444244408151814,-1.6798817619898971,-1.6909979473953405,2.216173198860143,0.22143623918833313,1.0019637523192424,-1.3658565776665925,0.2830410060969315,0.4163363042950177
-2.351672977342512,-0.28045661407991535,-0.6228375499623682,-0.44743638078578996,1.8613979631624764,-0.15367340201733803,2.985195719852089,1.3080192813393103,0.628032375175945,1.4208234405153795,0.10129076253066494,2.3989782873361034
0.9382171142742926,-0.10963853873152918,0.5943327934705,1.293039036614845,-1.441952420950389,-0.8616088376745141,2.910685638304695,1.050443447702604,1.2438889148920649,1.2592943079590238,0.7825853835176049,2.58596641491287
-2.2766702088642345,-0.3798698730596267,0.34766472234803336,-1.3655238134900933,1.7700700267854692,-0.21376057464657183,2.9222067471631936,1.4384934567027337,1.1486849377163946,1.489585367991238,0.16265370457901085,2.4547202251432947
-2.861038034604917,0.29041735921950307,0.9293006549790683,-0.10515802115550588,-1.7938143727791696,2.4398283828126597,1.8730222440937612,1.808689120463791,1.8717932040613339,0.6359474358814382,1.2012146440168272,2.372136231583167
-0.7175268480019596,0.17279665212433115,-1.7239065017273205,-0.24239255437867668,1.6457917878074062,-1.0801687822133887,1.8622129721511262,1.788439069540071,1.2630400889143072,2.2161466886742733,-0.16680264436831194,2.7374182155677675
-0.9678970509714881,0.5053742409178924,0.8485648336141316,0.6592630798838399,-1.540820958918228,-0.24758301091079238,2.1532793686435294,-0.020175461758506333,1.8009251796390586,-0.7263336370594987,0.7643221758851309,1.1638577125022527
2.282368803680169,0.6100814631000363,-0.04570247063364041,1.0092023506889733,-1.7992324137886766,0.8990948124252172,2.5438862112738017,2.074082680520248,1.079291062979927,-2.0624461246759136,-0.6681715404326984,1.0473810965630745
2.868511745899458,0.19066561183938124,1.8746516503586794,-0.5756607653301512,-1.1389205707167134,-0.395685603081644,1.6005337879097838,1.8687247064505181,1.0849585322854016,2.4811664022702833,-1.454353182464499,2.556110362500368
1.2059930256367681,-0.6153146547365886,1.9489942461549767,0.7038752854833816,-1.411504008516035,1.6133975083388186,2.375574274782893,0.9977731710284368,0.8636470557906324,-1.7738696273653465,-1.3231154392059215,0.4163194456400681
-2.6558383009354976,-0.59041821921487,-0.9160030142007187,-0.5499196449201558,1.4459543486027038,-2.8716585626969287,2.77875924025495,0.750820202126021,0.0540132910918632,-1.4304350378438784,-0.1922946926004836,0.03335466809265179
